topic,policy,metric,status,value,numerator,denominator,seeds_total,seeds_observed,censored_seeds
C15,seed_similarity,overshoot_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,recall_at_1000,OBSERVED,0.18257956448911222,109.0,597.0,3,3,
C15,seed_similarity,recall_at_1R_plus_0,OBSERVED,0.5222142458323363,6547.0,12537.0,3,3,
C15,seed_similarity,recall_at_1R_plus_100,OBSERVED,0.5285953577410863,2209.0,4179.0,3,3,
C15,seed_similarity,recall_at_1R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,recall_at_2R,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,recall_at_2R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,recall_at_2R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,recall_at_2R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,recall_at_4R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,recall_at_4R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,recall_at_4R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,seed_similarity,recall_at_R,OBSERVED,0.5222142458323363,6547.0,12537.0,3,3,
C15,uncertainty,batch_effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,batch_effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,depth_fraction_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,depth_fraction_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,depth_per_positive_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,depth_per_positive_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,depth_per_positive_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,overshoot_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,overshoot_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,overshoot_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,recall_at_1000,OBSERVED,0.13216878040998645,1657.0,12537.0,3,3,
C15,uncertainty,recall_at_1R_plus_0,OBSERVED,0.3902049932200686,4892.0,12537.0,3,3,
C15,uncertainty,recall_at_1R_plus_100,OBSERVED,0.39578846614022495,1654.0,4179.0,3,3,
C15,uncertainty,recall_at_1R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,recall_at_2R,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,recall_at_2R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,recall_at_2R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,recall_at_2R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,recall_at_4R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,recall_at_4R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,recall_at_4R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C15,uncertainty,recall_at_R,OBSERVED,0.3902049932200686,4892.0,12537.0,3,3,
C16,auto_tar,batch_effort_at_75,OBSERVED,303.3333333333333,910.0,3.0,3,3,
C16,auto_tar,batch_effort_at_80,OBSERVED,369.3333333333333,1108.0,3.0,3,3,
C16,auto_tar,batch_effort_at_90,OBSERVED,3649.6666666666665,10949.0,3.0,3,3,
C16,auto_tar,depth_fraction_at_75,OBSERVED,0.011692369720794274,116.0,9921.0,3,3,
C16,auto_tar,depth_fraction_at_80,OBSERVED,0.01488905208288335,1034.0,69447.0,3,3,
C16,auto_tar,depth_fraction_at_90,OBSERVED,0.15191440954972857,10550.0,69447.0,3,3,
C16,auto_tar,depth_per_positive_at_75,OBSERVED,5.523809523809524,116.0,21.0,3,3,
C16,auto_tar,depth_per_positive_at_80,OBSERVED,7.034013605442177,1034.0,147.0,3,3,
C16,auto_tar,depth_per_positive_at_90,OBSERVED,71.7687074829932,10550.0,147.0,3,3,
C16,auto_tar,effort_at_75,OBSERVED,270.6666666666667,812.0,3.0,3,3,
C16,auto_tar,effort_at_80,OBSERVED,344.6666666666667,1034.0,3.0,3,3,
C16,auto_tar,effort_at_90,OBSERVED,3516.6666666666665,10550.0,3.0,3,3,
C16,auto_tar,overshoot_at_75,OBSERVED,32.666666666666664,98.0,3.0,3,3,
C16,auto_tar,overshoot_at_80,OBSERVED,24.666666666666668,74.0,3.0,3,3,
C16,auto_tar,overshoot_at_90,OBSERVED,133.0,133.0,1.0,3,3,
C16,auto_tar,recall_at_1000,OBSERVED,0.8843537414965986,130.0,147.0,3,3,
C16,auto_tar,recall_at_1R_plus_0,OBSERVED,0.1836734693877551,9.0,49.0,3,3,
C16,auto_tar,recall_at_1R_plus_100,OBSERVED,0.25170068027210885,37.0,147.0,3,3,
C16,auto_tar,recall_at_1R_plus_1000,OBSERVED,0.8843537414965986,130.0,147.0,3,3,
C16,auto_tar,recall_at_2R,OBSERVED,0.22448979591836735,11.0,49.0,3,3,
C16,auto_tar,recall_at_2R_plus_0,OBSERVED,0.22448979591836735,11.0,49.0,3,3,
C16,auto_tar,recall_at_2R_plus_100,OBSERVED,0.4557823129251701,67.0,147.0,3,3,
C16,auto_tar,recall_at_2R_plus_1000,OBSERVED,0.8843537414965986,130.0,147.0,3,3,
C16,auto_tar,recall_at_4R_plus_0,OBSERVED,0.4489795918367347,22.0,49.0,3,3,
C16,auto_tar,recall_at_4R_plus_100,OBSERVED,0.7074829931972789,104.0,147.0,3,3,
C16,auto_tar,recall_at_4R_plus_1000,OBSERVED,0.8843537414965986,130.0,147.0,3,3,
C16,auto_tar,recall_at_R,OBSERVED,0.1836734693877551,9.0,49.0,3,3,
C16,explore_10,batch_effort_at_75,OBSERVED,322.3333333333333,967.0,3.0,3,3,
C16,explore_10,batch_effort_at_80,OBSERVED,355.6666666666667,1067.0,3.0,3,3,
C16,explore_10,batch_effort_at_90,CENSORED,CENSORED,,,3,2,47
C16,explore_10,depth_fraction_at_75,OBSERVED,0.012671533687560297,880.0,69447.0,3,3,
C16,explore_10,depth_fraction_at_80,OBSERVED,0.014413869569599839,143.0,9921.0,3,3,
C16,explore_10,depth_fraction_at_90,CENSORED,CENSORED,,,3,2,47
C16,explore_10,depth_per_positive_at_75,OBSERVED,5.98639455782313,880.0,147.0,3,3,
C16,explore_10,depth_per_positive_at_80,OBSERVED,6.809523809523809,143.0,21.0,3,3,
C16,explore_10,depth_per_positive_at_90,CENSORED,CENSORED,,,3,2,47
C16,explore_10,effort_at_75,OBSERVED,293.3333333333333,880.0,3.0,3,3,
C16,explore_10,effort_at_80,OBSERVED,333.6666666666667,1001.0,3.0,3,3,
C16,explore_10,effort_at_90,CENSORED,CENSORED,,,3,2,47
C16,explore_10,overshoot_at_75,OBSERVED,29.0,29.0,1.0,3,3,
C16,explore_10,overshoot_at_80,OBSERVED,22.0,22.0,1.0,3,3,
C16,explore_10,overshoot_at_90,CENSORED,CENSORED,,,3,2,47
C16,explore_10,recall_at_1000,OBSERVED,0.8843537414965986,130.0,147.0,3,3,
C16,explore_10,recall_at_1R_plus_0,OBSERVED,0.1836734693877551,9.0,49.0,3,3,
C16,explore_10,recall_at_1R_plus_100,OBSERVED,0.25170068027210885,37.0,147.0,3,3,
C16,explore_10,recall_at_1R_plus_1000,OBSERVED,0.8843537414965986,130.0,147.0,3,3,
C16,explore_10,recall_at_2R,OBSERVED,0.22448979591836735,11.0,49.0,3,3,
C16,explore_10,recall_at_2R_plus_0,OBSERVED,0.22448979591836735,11.0,49.0,3,3,
C16,explore_10,recall_at_2R_plus_100,OBSERVED,0.35374149659863946,52.0,147.0,3,3,
C16,explore_10,recall_at_2R_plus_1000,OBSERVED,0.8843537414965986,130.0,147.0,3,3,
C16,explore_10,recall_at_4R_plus_0,OBSERVED,0.35374149659863946,52.0,147.0,3,3,
C16,explore_10,recall_at_4R_plus_100,OBSERVED,0.6870748299319728,101.0,147.0,3,3,
C16,explore_10,recall_at_4R_plus_1000,OBSERVED,0.8843537414965986,130.0,147.0,3,3,
C16,explore_10,recall_at_R,OBSERVED,0.1836734693877551,9.0,49.0,3,3,
C16,fixed_20,batch_effort_at_75,OBSERVED,314.3333333333333,943.0,3.0,3,3,
C16,fixed_20,batch_effort_at_80,OBSERVED,341.0,341.0,1.0,3,3,
C16,fixed_20,batch_effort_at_90,OBSERVED,3527.6666666666665,10583.0,3.0,3,3,
C16,fixed_20,depth_fraction_at_75,OBSERVED,0.012844327328754302,892.0,69447.0,3,3,
C16,fixed_20,depth_fraction_at_80,OBSERVED,0.014385070629400839,333.0,23149.0,3,3,
C16,fixed_20,depth_fraction_at_90,OBSERVED,0.15204400478062408,10559.0,69447.0,3,3,
C16,fixed_20,depth_per_positive_at_75,OBSERVED,6.068027210884353,892.0,147.0,3,3,
C16,fixed_20,depth_per_positive_at_80,OBSERVED,6.795918367346939,333.0,49.0,3,3,
C16,fixed_20,depth_per_positive_at_90,OBSERVED,71.82993197278911,10559.0,147.0,3,3,
C16,fixed_20,effort_at_75,OBSERVED,297.3333333333333,892.0,3.0,3,3,
C16,fixed_20,effort_at_80,OBSERVED,333.0,333.0,1.0,3,3,
C16,fixed_20,effort_at_90,OBSERVED,3519.6666666666665,10559.0,3.0,3,3,
C16,fixed_20,overshoot_at_75,OBSERVED,17.0,17.0,1.0,3,3,
C16,fixed_20,overshoot_at_80,OBSERVED,8.0,8.0,1.0,3,3,
C16,fixed_20,overshoot_at_90,OBSERVED,8.0,8.0,1.0,3,3,
C16,fixed_20,recall_at_1000,OBSERVED,0.8775510204081632,43.0,49.0,3,3,
C16,fixed_20,recall_at_1R_plus_0,OBSERVED,0.11564625850340136,17.0,147.0,3,3,
C16,fixed_20,recall_at_1R_plus_100,OBSERVED,0.2653061224489796,13.0,49.0,3,3,
C16,fixed_20,recall_at_1R_plus_1000,OBSERVED,0.8775510204081632,43.0,49.0,3,3,
C16,fixed_20,recall_at_2R,OBSERVED,0.2108843537414966,31.0,147.0,3,3,
C16,fixed_20,recall_at_2R_plus_0,OBSERVED,0.2108843537414966,31.0,147.0,3,3,
C16,fixed_20,recall_at_2R_plus_100,OBSERVED,0.43537414965986393,64.0,147.0,3,3,
C16,fixed_20,recall_at_2R_plus_1000,OBSERVED,0.8775510204081632,43.0,49.0,3,3,
C16,fixed_20,recall_at_4R_plus_0,OBSERVED,0.43537414965986393,64.0,147.0,3,3,
C16,fixed_20,recall_at_4R_plus_100,OBSERVED,0.7006802721088435,103.0,147.0,3,3,
C16,fixed_20,recall_at_4R_plus_1000,OBSERVED,0.8775510204081632,43.0,49.0,3,3,
C16,fixed_20,recall_at_R,OBSERVED,0.11564625850340136,17.0,147.0,3,3,
C16,frozen_svm,batch_effort_at_75,CENSORED,CENSORED,,,3,1,"11,29"
C16,frozen_svm,batch_effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,frozen_svm,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,frozen_svm,depth_fraction_at_75,CENSORED,CENSORED,,,3,1,"11,29"
C16,frozen_svm,depth_fraction_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,frozen_svm,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,frozen_svm,depth_per_positive_at_75,CENSORED,CENSORED,,,3,1,"11,29"
C16,frozen_svm,depth_per_positive_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,frozen_svm,depth_per_positive_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,frozen_svm,effort_at_75,CENSORED,CENSORED,,,3,1,"11,29"
C16,frozen_svm,effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,frozen_svm,effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,frozen_svm,overshoot_at_75,CENSORED,CENSORED,,,3,1,"11,29"
C16,frozen_svm,overshoot_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,frozen_svm,overshoot_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,frozen_svm,recall_at_1000,OBSERVED,0.30612244897959184,15.0,49.0,3,3,
C16,frozen_svm,recall_at_1R_plus_0,OBSERVED,0.034013605442176874,5.0,147.0,3,3,
C16,frozen_svm,recall_at_1R_plus_100,OBSERVED,0.10204081632653061,5.0,49.0,3,3,
C16,frozen_svm,recall_at_1R_plus_1000,OBSERVED,0.30612244897959184,15.0,49.0,3,3,
C16,frozen_svm,recall_at_2R,OBSERVED,0.061224489795918366,3.0,49.0,3,3,
C16,frozen_svm,recall_at_2R_plus_0,OBSERVED,0.061224489795918366,3.0,49.0,3,3,
C16,frozen_svm,recall_at_2R_plus_100,OBSERVED,0.11564625850340136,17.0,147.0,3,3,
C16,frozen_svm,recall_at_2R_plus_1000,OBSERVED,0.30612244897959184,15.0,49.0,3,3,
C16,frozen_svm,recall_at_4R_plus_0,OBSERVED,0.11564625850340136,17.0,147.0,3,3,
C16,frozen_svm,recall_at_4R_plus_100,OBSERVED,0.17006802721088435,25.0,147.0,3,3,
C16,frozen_svm,recall_at_4R_plus_1000,OBSERVED,0.3129251700680272,46.0,147.0,3,3,
C16,frozen_svm,recall_at_R,OBSERVED,0.034013605442176874,5.0,147.0,3,3,
C16,random,batch_effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,batch_effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,depth_fraction_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,depth_fraction_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,depth_per_positive_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,depth_per_positive_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,depth_per_positive_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,overshoot_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,overshoot_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,overshoot_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,random,recall_at_1000,OBSERVED,0.04081632653061224,2.0,49.0,3,3,
C16,random,recall_at_1R_plus_0,OBSERVED,0.027210884353741496,4.0,147.0,3,3,
C16,random,recall_at_1R_plus_100,OBSERVED,0.027210884353741496,4.0,147.0,3,3,
C16,random,recall_at_1R_plus_1000,OBSERVED,0.04081632653061224,2.0,49.0,3,3,
C16,random,recall_at_2R,OBSERVED,0.027210884353741496,4.0,147.0,3,3,
C16,random,recall_at_2R_plus_0,OBSERVED,0.027210884353741496,4.0,147.0,3,3,
C16,random,recall_at_2R_plus_100,OBSERVED,0.027210884353741496,4.0,147.0,3,3,
C16,random,recall_at_2R_plus_1000,OBSERVED,0.04081632653061224,2.0,49.0,3,3,
C16,random,recall_at_4R_plus_0,OBSERVED,0.027210884353741496,4.0,147.0,3,3,
C16,random,recall_at_4R_plus_100,OBSERVED,0.04081632653061224,2.0,49.0,3,3,
C16,random,recall_at_4R_plus_1000,OBSERVED,0.04081632653061224,2.0,49.0,3,3,
C16,random,recall_at_R,OBSERVED,0.027210884353741496,4.0,147.0,3,3,
C16,seed_similarity,batch_effort_at_75,CENSORED,CENSORED,,,3,1,"11,29"
C16,seed_similarity,batch_effort_at_80,CENSORED,CENSORED,,,3,1,"11,29"
C16,seed_similarity,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,seed_similarity,depth_fraction_at_75,CENSORED,CENSORED,,,3,1,"11,29"
C16,seed_similarity,depth_fraction_at_80,CENSORED,CENSORED,,,3,1,"11,29"
C16,seed_similarity,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,seed_similarity,depth_per_positive_at_75,CENSORED,CENSORED,,,3,1,"11,29"
C16,seed_similarity,depth_per_positive_at_80,CENSORED,CENSORED,,,3,1,"11,29"
C16,seed_similarity,depth_per_positive_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,seed_similarity,effort_at_75,CENSORED,CENSORED,,,3,1,"11,29"
C16,seed_similarity,effort_at_80,CENSORED,CENSORED,,,3,1,"11,29"
C16,seed_similarity,effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,seed_similarity,overshoot_at_75,CENSORED,CENSORED,,,3,1,"11,29"
C16,seed_similarity,overshoot_at_80,CENSORED,CENSORED,,,3,1,"11,29"
C16,seed_similarity,overshoot_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C16,seed_similarity,recall_at_1000,OBSERVED,0.3129251700680272,46.0,147.0,3,3,
C16,seed_similarity,recall_at_1R_plus_0,OBSERVED,0.027210884353741496,4.0,147.0,3,3,
C16,seed_similarity,recall_at_1R_plus_100,OBSERVED,0.08163265306122448,4.0,49.0,3,3,
C16,seed_similarity,recall_at_1R_plus_1000,OBSERVED,0.3129251700680272,46.0,147.0,3,3,
C16,seed_similarity,recall_at_2R,OBSERVED,0.061224489795918366,3.0,49.0,3,3,
C16,seed_similarity,recall_at_2R_plus_0,OBSERVED,0.061224489795918366,3.0,49.0,3,3,
C16,seed_similarity,recall_at_2R_plus_100,OBSERVED,0.10204081632653061,5.0,49.0,3,3,
C16,seed_similarity,recall_at_2R_plus_1000,OBSERVED,0.32653061224489793,16.0,49.0,3,3,
C16,seed_similarity,recall_at_4R_plus_0,OBSERVED,0.10204081632653061,5.0,49.0,3,3,
C16,seed_similarity,recall_at_4R_plus_100,OBSERVED,0.17006802721088435,25.0,147.0,3,3,
C16,seed_similarity,recall_at_4R_plus_1000,OBSERVED,0.3333333333333333,1.0,3.0,3,3,
C16,seed_similarity,recall_at_R,OBSERVED,0.027210884353741496,4.0,147.0,3,3,
C16,uncertainty,batch_effort_at_75,OBSERVED,303.3333333333333,910.0,3.0,3,3,
C16,uncertainty,batch_effort_at_80,OBSERVED,358.3333333333333,1075.0,3.0,3,3,
C16,uncertainty,batch_effort_at_90,OBSERVED,3649.6666666666665,10949.0,3.0,3,3,
C16,uncertainty,depth_fraction_at_75,OBSERVED,0.011634771840396274,808.0,69447.0,3,3,
C16,uncertainty,depth_fraction_at_80,OBSERVED,0.014385070629400839,333.0,23149.0,3,3,
C16,uncertainty,depth_fraction_at_90,OBSERVED,0.15191440954972857,10550.0,69447.0,3,3,
C16,uncertainty,depth_per_positive_at_75,OBSERVED,5.496598639455782,808.0,147.0,3,3,
C16,uncertainty,depth_per_positive_at_80,OBSERVED,6.795918367346939,333.0,49.0,3,3,
C16,uncertainty,depth_per_positive_at_90,OBSERVED,71.7687074829932,10550.0,147.0,3,3,
C16,uncertainty,effort_at_75,OBSERVED,269.3333333333333,808.0,3.0,3,3,
C16,uncertainty,effort_at_80,OBSERVED,333.0,333.0,1.0,3,3,
C16,uncertainty,effort_at_90,OBSERVED,3516.6666666666665,10550.0,3.0,3,3,
C16,uncertainty,overshoot_at_75,OBSERVED,34.0,34.0,1.0,3,3,
C16,uncertainty,overshoot_at_80,OBSERVED,25.333333333333332,76.0,3.0,3,3,
C16,uncertainty,overshoot_at_90,OBSERVED,133.0,133.0,1.0,3,3,
C16,uncertainty,recall_at_1000,OBSERVED,0.8843537414965986,130.0,147.0,3,3,
C16,uncertainty,recall_at_1R_plus_0,OBSERVED,0.1836734693877551,9.0,49.0,3,3,
C16,uncertainty,recall_at_1R_plus_100,OBSERVED,0.2585034013605442,38.0,147.0,3,3,
C16,uncertainty,recall_at_1R_plus_1000,OBSERVED,0.8843537414965986,130.0,147.0,3,3,
C16,uncertainty,recall_at_2R,OBSERVED,0.23129251700680273,34.0,147.0,3,3,
C16,uncertainty,recall_at_2R_plus_0,OBSERVED,0.23129251700680273,34.0,147.0,3,3,
C16,uncertainty,recall_at_2R_plus_100,OBSERVED,0.46258503401360546,68.0,147.0,3,3,
C16,uncertainty,recall_at_2R_plus_1000,OBSERVED,0.8843537414965986,130.0,147.0,3,3,
C16,uncertainty,recall_at_4R_plus_0,OBSERVED,0.4557823129251701,67.0,147.0,3,3,
C16,uncertainty,recall_at_4R_plus_100,OBSERVED,0.7142857142857143,5.0,7.0,3,3,
C16,uncertainty,recall_at_4R_plus_1000,OBSERVED,0.8843537414965986,130.0,147.0,3,3,
C16,uncertainty,recall_at_R,OBSERVED,0.1836734693877551,9.0,49.0,3,3,
C18,auto_tar,batch_effort_at_75,OBSERVED,1527.0,1527.0,1.0,3,3,
C18,auto_tar,batch_effort_at_80,OBSERVED,1697.0,1697.0,1.0,3,3,
C18,auto_tar,batch_effort_at_90,OBSERVED,2241.3333333333335,6724.0,3.0,3,3,
C18,auto_tar,depth_fraction_at_75,OBSERVED,0.06083776117038893,4225.0,69447.0,3,3,
C18,auto_tar,depth_fraction_at_80,OBSERVED,0.06823908880153211,677.0,9921.0,3,3,
C18,auto_tar,depth_fraction_at_90,OBSERVED,0.09078865897734964,6305.0,69447.0,3,3,
C18,auto_tar,depth_per_positive_at_75,OBSERVED,0.9632922936616507,4225.0,4386.0,3,3,
C18,auto_tar,depth_per_positive_at_80,OBSERVED,1.0804833561331508,4739.0,4386.0,3,3,
C18,auto_tar,depth_per_positive_at_90,OBSERVED,1.437528499772002,6305.0,4386.0,3,3,
C18,auto_tar,effort_at_75,OBSERVED,1408.3333333333333,4225.0,3.0,3,3,
C18,auto_tar,effort_at_80,OBSERVED,1579.6666666666667,4739.0,3.0,3,3,
C18,auto_tar,effort_at_90,OBSERVED,2101.6666666666665,6305.0,3.0,3,3,
C18,auto_tar,overshoot_at_75,OBSERVED,118.66666666666667,356.0,3.0,3,3,
C18,auto_tar,overshoot_at_80,OBSERVED,117.33333333333333,352.0,3.0,3,3,
C18,auto_tar,overshoot_at_90,OBSERVED,139.66666666666666,419.0,3.0,3,3,
C18,auto_tar,recall_at_1000,OBSERVED,0.5788873689010487,2539.0,4386.0,3,3,
C18,auto_tar,recall_at_1R_plus_0,OBSERVED,0.7678978568171455,1684.0,2193.0,3,3,
C18,auto_tar,recall_at_1R_plus_100,OBSERVED,0.7943456452348381,1742.0,2193.0,3,3,
C18,auto_tar,recall_at_1R_plus_1000,OBSERVED,0.9384404924760602,686.0,731.0,3,3,
C18,auto_tar,recall_at_2R,OBSERVED,0.9537163702690379,4183.0,4386.0,3,3,
C18,auto_tar,recall_at_2R_plus_0,OBSERVED,0.9537163702690379,4183.0,4386.0,3,3,
C18,auto_tar,recall_at_2R_plus_100,OBSERVED,0.95531235750114,2095.0,2193.0,3,3,
C18,auto_tar,recall_at_2R_plus_1000,OBSERVED,0.9728682170542635,251.0,258.0,3,3,
C18,auto_tar,recall_at_4R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,auto_tar,recall_at_4R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,auto_tar,recall_at_4R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,auto_tar,recall_at_R,OBSERVED,0.7678978568171455,1684.0,2193.0,3,3,
C18,explore_10,batch_effort_at_75,OBSERVED,1640.3333333333333,4921.0,3.0,3,3,
C18,explore_10,batch_effort_at_80,OBSERVED,1884.0,1884.0,1.0,3,3,
C18,explore_10,batch_effort_at_90,OBSERVED,2400.3333333333335,7201.0,3.0,3,3,
C18,explore_10,depth_fraction_at_75,OBSERVED,0.06599277146601006,4583.0,69447.0,3,3,
C18,explore_10,depth_fraction_at_80,OBSERVED,0.07404207525163074,1714.0,23149.0,3,3,
C18,explore_10,depth_fraction_at_90,OBSERVED,0.09811798925799531,6814.0,69447.0,3,3,
C18,explore_10,depth_per_positive_at_75,OBSERVED,1.0449156406748745,4583.0,4386.0,3,3,
C18,explore_10,depth_per_positive_at_80,OBSERVED,1.1723666210670314,857.0,731.0,3,3,
C18,explore_10,depth_per_positive_at_90,OBSERVED,1.553579571363429,3407.0,2193.0,3,3,
C18,explore_10,effort_at_75,OBSERVED,1527.6666666666667,4583.0,3.0,3,3,
C18,explore_10,effort_at_80,OBSERVED,1714.0,1714.0,1.0,3,3,
C18,explore_10,effort_at_90,OBSERVED,2271.3333333333335,6814.0,3.0,3,3,
C18,explore_10,overshoot_at_75,OBSERVED,112.66666666666667,338.0,3.0,3,3,
C18,explore_10,overshoot_at_80,OBSERVED,170.0,170.0,1.0,3,3,
C18,explore_10,overshoot_at_90,OBSERVED,129.0,129.0,1.0,3,3,
C18,explore_10,recall_at_1000,OBSERVED,0.538531691746466,1181.0,2193.0,3,3,
C18,explore_10,recall_at_1R_plus_0,OBSERVED,0.7311901504787962,1069.0,1462.0,3,3,
C18,explore_10,recall_at_1R_plus_100,OBSERVED,0.7601459188326494,1667.0,2193.0,3,3,
C18,explore_10,recall_at_1R_plus_1000,OBSERVED,0.9176926584587324,4025.0,4386.0,3,3,
C18,explore_10,recall_at_2R,OBSERVED,0.9489284085727314,2081.0,2193.0,3,3,
C18,explore_10,recall_at_2R_plus_0,OBSERVED,0.9489284085727314,2081.0,2193.0,3,3,
C18,explore_10,recall_at_2R_plus_100,OBSERVED,0.9509803921568627,97.0,102.0,3,3,
C18,explore_10,recall_at_2R_plus_1000,OBSERVED,0.9694482444140446,2126.0,2193.0,3,3,
C18,explore_10,recall_at_4R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,explore_10,recall_at_4R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,explore_10,recall_at_4R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,explore_10,recall_at_R,OBSERVED,0.7311901504787962,1069.0,1462.0,3,3,
C18,fixed_20,batch_effort_at_75,OBSERVED,1407.6666666666667,4223.0,3.0,3,3,
C18,fixed_20,batch_effort_at_80,OBSERVED,1574.3333333333333,4723.0,3.0,3,3,
C18,fixed_20,batch_effort_at_90,OBSERVED,2081.0,2081.0,1.0,3,3,
C18,fixed_20,depth_fraction_at_75,OBSERVED,0.06024738289630942,4184.0,69447.0,3,3,
C18,fixed_20,depth_fraction_at_80,OBSERVED,0.06747591688625859,1562.0,23149.0,3,3,
C18,fixed_20,depth_fraction_at_90,OBSERVED,0.08969429924978761,6229.0,69447.0,3,3,
C18,fixed_20,depth_per_positive_at_75,OBSERVED,0.9539443684450525,2092.0,2193.0,3,3,
C18,fixed_20,depth_per_positive_at_80,OBSERVED,1.0683994528043776,781.0,731.0,3,3,
C18,fixed_20,depth_per_positive_at_90,OBSERVED,1.4202006383948929,6229.0,4386.0,3,3,
C18,fixed_20,effort_at_75,OBSERVED,1394.6666666666667,4184.0,3.0,3,3,
C18,fixed_20,effort_at_80,OBSERVED,1562.0,1562.0,1.0,3,3,
