reviews,random,seed_similarity,frozen_svm,uncertainty,auto_tar,fixed_20,explore_10
179,0.01351951189060665,0.08471431478012838,0.08747689965043201,0.17141367677020364,0.19542941960354987,0.1966522965277533,0.17972022906085228
180,0.013581064305581444,0.0849122132253897,0.08780417658822443,0.17313114478111416,0.197676077955983,0.19872397675245246,0.18043136506786436
181,0.013581064305581444,0.08554855561709002,0.08817434158178486,0.17629338874236222,0.20128328052610317,0.20079565697715154,0.18368861138251652
182,0.01367181070066506,0.08587312097544751,0.08868983784764826,0.17830622813152155,0.20216939466084932,0.2044028595472718,0.1857146919720127
183,0.01367181070066506,0.08635942326120213,0.08889672153492607,0.18021462704993801,0.2028805306678613,0.208010062117392,0.18660080610675875
184,0.013921582443710832,0.08645288123572066,0.08922128689328357,0.1807168821154645,0.20512718902029448,0.2100361427068882,0.18738247977076206
185,0.013921582443710832,0.08711416164920929,0.08969434797870122,0.18243163854694006,0.2069782914820566,0.21092225684163426,0.1880936157777741
186,0.013983134858685626,0.08736664497169001,0.089726253538245,0.18426253227060985,0.20922494983448978,0.2116333928486463,0.19010645516693334
187,0.013983134858685626,0.08746010294620854,0.09027139665953943,0.18480812826722656,0.2112966300591889,0.21224008838491557,0.19099256930167938
188,0.014057928473997363,0.08759916055593,0.09086213941603685,0.18788342891638926,0.2147288545015751,0.21434994783174,0.19323922765411256
189,0.01407388125376924,0.08803087796446522,0.09099848544632336,0.19003934087373883,0.2167416938907344,0.215236061966486,0.19513592975107769
190,0.01407388125376924,0.08816722399475176,0.09132576238411581,0.19227004644640008,0.2189427526079646,0.21730774219118515,0.19714876914023688
191,0.014089834033541113,0.08864182945905497,0.09172828581254223,0.1941507957635933,0.22118941096039768,0.21933382278068134,0.1979892836397801
192,0.014089834033541113,0.08892350676164451,0.09226018773349974,0.19468269768455085,0.22202992545994085,0.22021993691542743,0.1988753977745261
193,0.01410578681331299,0.08900101195639118,0.09263035272706019,0.19628402840326722,0.22421774297683417,0.22106045141497058,0.19958653378153818
194,0.014210227284055774,0.08915331076644956,0.09289607724987782,0.1981032253054856,0.2264188016940644,0.22302769116892693,0.20041380708074436
195,0.014269068119595638,0.08942174686870213,0.09333949147986444,0.1999224222077041,0.22866546004649754,0.2238682056684701,0.20106610225221655
196,0.014285020899367512,0.08952844604355763,0.09350503149025977,0.2003339308781469,0.22927215558276676,0.22457934167548213,0.20195221638696262
197,0.014343861734907376,0.08996914869410934,0.09407982146698529,0.20210752814516242,0.23134383580746595,0.22523163684695427,0.20266335239397468
198,0.014389461370110294,0.09035526646744163,0.0943779044246689,0.20253653397426266,0.23176231201566422,0.2257221950910294,0.20319951027325273
199,0.014389461370110294,0.09049161249772818,0.09446865081975253,0.20311132395098816,0.23229846989494218,0.22779387531572853,0.2040400247727958
200,0.014493901840853078,0.0909619620037109,0.0949522415260722,0.20346824774421166,0.23313898439448538,0.2300405336681616,0.204530583016871
201,0.014552742676392942,0.09128923894150333,0.09504298792115581,0.20359135257416125,0.23385012040149739,0.23224159238539185,0.205241719023883
202,0.014552742676392942,0.09155496346432097,0.09535431207917637,0.20548108713337093,0.23586295979065663,0.234313272610091,0.205241719023883
203,0.014552742676392942,0.09172050347471632,0.09686715510692186,0.2058220581468225,0.23657409579766867,0.23650109012698434,0.20534615949462579
204,0.014568695456164819,0.09200218077730586,0.09711963842940256,0.20627916645246827,0.23864577602236783,0.2372122261339963,0.20759281784705888
205,0.014568695456164819,0.09209292717238947,0.09752216185782896,0.20692720566561998,0.23953189015711385,0.23945888448642946,0.209839476199492
206,0.014686377127244549,0.09265402307345579,0.09808325775889529,0.20870351451207048,0.24173294887434416,0.24034499862117556,0.21208613455192526
207,0.014686377127244549,0.09327395981006202,0.09866075931505573,0.2103594301080062,0.2426190630090902,0.2424007260661028,0.2143327929043584
208,0.014731976762447469,0.09360123674785446,0.0988103465456792,0.21064110741059572,0.24486572136152338,0.2432412405656459,0.21657945125679146
209,0.014731976762447469,0.09375353555791287,0.09903472739161442,0.21082034149665027,0.2455768573685354,0.2440685138648522,0.2187672687736848
210,0.014747929542219342,0.09401926008073051,0.0991122325863611,0.2127100760558599,0.24640413066774156,0.24495462799959825,0.21947840478069688
211,0.014809481957194138,0.09441861905439977,0.09967332848742744,0.2146905570101532,0.24830083276470674,0.24582478935457236,0.22172506313312998
