metric,method_a,method_b,topics_total,censored_topics,status,topics_used,note,nonzero_pairs,mean_difference,bootstrap_ci_low,bootstrap_ci_high,bootstrap_resamples,analysis_seed,exact_sign_flip_p,wilcoxon_exact_p,minimum_two_sided_p
recall_at_2R_plus_100,uncertainty,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,uncertainty,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,auto_tar,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,auto_tar,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_100,fixed_20,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,random,seed_similarity,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,random,frozen_svm,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,random,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,random,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,random,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,random,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,seed_similarity,frozen_svm,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,seed_similarity,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,seed_similarity,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,seed_similarity,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,seed_similarity,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,frozen_svm,uncertainty,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,frozen_svm,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,frozen_svm,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,frozen_svm,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,uncertainty,auto_tar,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,uncertainty,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,uncertainty,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,auto_tar,fixed_20,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,auto_tar,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_2R_plus_1000,fixed_20,explore_10,5,C15,NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,random,seed_similarity,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,random,frozen_svm,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,random,uncertainty,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,random,auto_tar,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,random,fixed_20,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,random,explore_10,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,seed_similarity,frozen_svm,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,seed_similarity,uncertainty,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,seed_similarity,auto_tar,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,seed_similarity,fixed_20,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,seed_similarity,explore_10,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,frozen_svm,uncertainty,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,frozen_svm,auto_tar,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,frozen_svm,fixed_20,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,frozen_svm,explore_10,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,uncertainty,auto_tar,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,uncertainty,fixed_20,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,uncertainty,explore_10,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,auto_tar,fixed_20,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,auto_tar,explore_10,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_0,fixed_20,explore_10,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,random,seed_similarity,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,random,frozen_svm,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,random,uncertainty,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,random,auto_tar,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,random,fixed_20,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,random,explore_10,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,seed_similarity,frozen_svm,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,seed_similarity,uncertainty,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,seed_similarity,auto_tar,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,seed_similarity,fixed_20,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,seed_similarity,explore_10,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,frozen_svm,uncertainty,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,frozen_svm,auto_tar,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,frozen_svm,fixed_20,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,frozen_svm,explore_10,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,uncertainty,auto_tar,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,uncertainty,fixed_20,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,uncertainty,explore_10,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,auto_tar,fixed_20,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,auto_tar,explore_10,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_100,fixed_20,explore_10,5,"C15,C18",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,random,seed_similarity,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,random,frozen_svm,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,random,uncertainty,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,random,auto_tar,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,random,fixed_20,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,random,explore_10,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,seed_similarity,frozen_svm,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,seed_similarity,uncertainty,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,seed_similarity,auto_tar,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,seed_similarity,fixed_20,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,seed_similarity,explore_10,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,frozen_svm,uncertainty,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,frozen_svm,auto_tar,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,frozen_svm,fixed_20,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,frozen_svm,explore_10,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,uncertainty,auto_tar,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,uncertainty,fixed_20,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,uncertainty,explore_10,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,auto_tar,fixed_20,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,auto_tar,explore_10,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_4R_plus_1000,fixed_20,explore_10,5,"C15,C18,GCRIM",NOT_COMPUTED_CENSORED,0,No inference on a complete-case subset; censored topics listed.,,,,,,,,,
recall_at_R,random,seed_similarity,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.125 exceeds 0.05 for 4 nonzero pairs.,4.0,-0.19547696416159233,-0.28489585781157933,-0.08618331053351573,10000.0,20260907.0,0.125,0.125,0.125
recall_at_R,random,frozen_svm,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.1868960068822518,-0.25743447390387075,-0.09035111160579094,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_R,random,uncertainty,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.3359819433532508,-0.43971913900234866,-0.2218457091846906,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_R,random,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.5820391920163651,-0.7094006530635306,-0.36689732910860606,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_R,random,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.5757287901822394,-0.7187983444183761,-0.32918257869386547,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_R,random,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.5604000089909182,-0.6798348362062635,-0.35716218236558533,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_R,seed_similarity,frozen_svm,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.008580957279340523,-0.020852985409404425,0.05961666851945015,10000.0,20260907.0,1.0,0.625,0.0625
recall_at_R,seed_similarity,uncertainty,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.14050497919165847,-0.2406906299948909,0.004595372102812206,10000.0,20260907.0,0.125,0.125,0.0625
recall_at_R,seed_similarity,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.3865622278547728,-0.4933560168577258,-0.2615321706631236,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_R,seed_similarity,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.3802518260206471,-0.5056286397504728,-0.22572132798855876,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_R,seed_similarity,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.36492304482932586,-0.46688103977118345,-0.25090906958776127,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_R,frozen_svm,uncertainty,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.149085936470999,-0.22063258522481632,-0.054262599802447534,10000.0,20260907.0,0.125,0.125,0.0625
recall_at_R,frozen_svm,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.39514318513411334,-0.4904391060219142,-0.26955722043441066,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_R,frozen_svm,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.38883278329998766,-0.49845658611870236,-0.23103045039049616,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_R,frozen_svm,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.37350400210866636,-0.4590723163506061,-0.25854113848432614,10000.0,20260907.0,0.0625,0.0625,0.0625
recall_at_R,uncertainty,auto_tar,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.125 exceeds 0.05 for 4 nonzero pairs.,4.0,-0.24605724866311432,-0.3857936044262524,-0.10652074783401733,10000.0,20260907.0,0.125,0.125,0.125
recall_at_R,uncertainty,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,-0.23974684682898864,-0.3925765206728876,-0.06643401546665176,10000.0,20260907.0,0.125,0.125,0.0625
recall_at_R,uncertainty,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.125 exceeds 0.05 for 4 nonzero pairs.,4.0,-0.22441806563766736,-0.3623709726389627,-0.09193586982531707,10000.0,20260907.0,0.125,0.125,0.125
recall_at_R,auto_tar,fixed_20,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.006310401834125683,-0.013431612505723218,0.037714750414740594,10000.0,20260907.0,1.0,0.625,0.0625
recall_at_R,auto_tar,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.125 exceeds 0.05 for 4 nonzero pairs.,4.0,0.02163918302544694,0.00973514674302076,0.03175977054603034,10000.0,20260907.0,0.125,0.125,0.125
recall_at_R,fixed_20,explore_10,5,,OBSERVED,5,Exploratory; five-topic bootstrap intervals are unstable; nonsignificance is not equivalence. Minimum attainable two-sided p=0.0625 exceeds 0.05 for 5 nonzero pairs.,5.0,0.015328781191321257,-0.026825864283116806,0.03943242379000253,10000.0,20260907.0,0.5,0.625,0.0625
