metric,method_a,method_b,topics_total,censored_topics,topic,status,difference
recall_at_2R_plus_0,uncertainty,fixed_20,5,C15,C18,OBSERVED,-0.20953032375740993
recall_at_2R_plus_0,uncertainty,fixed_20,5,C15,GCRIM,OBSERVED,-0.2774345395704619
recall_at_2R_plus_0,uncertainty,explore_10,5,C15,C12,OBSERVED,-0.13648293963254593
recall_at_2R_plus_0,uncertainty,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_0,uncertainty,explore_10,5,C15,C16,OBSERVED,0.006802721088435374
recall_at_2R_plus_0,uncertainty,explore_10,5,C15,C18,OBSERVED,-0.20314637482900136
recall_at_2R_plus_0,uncertainty,explore_10,5,C15,GCRIM,OBSERVED,-0.26537216828478966
recall_at_2R_plus_0,auto_tar,fixed_20,5,C15,C12,OBSERVED,-0.017497812773403325
recall_at_2R_plus_0,auto_tar,fixed_20,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_0,auto_tar,fixed_20,5,C15,C16,OBSERVED,0.013605442176870748
recall_at_2R_plus_0,auto_tar,fixed_20,5,C15,C18,OBSERVED,-0.0015959872321021432
recall_at_2R_plus_0,auto_tar,fixed_20,5,C15,GCRIM,OBSERVED,-0.00529567519858782
recall_at_2R_plus_0,auto_tar,explore_10,5,C15,C12,OBSERVED,0.016622922134733157
recall_at_2R_plus_0,auto_tar,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_0,auto_tar,explore_10,5,C15,C16,OBSERVED,0.0
recall_at_2R_plus_0,auto_tar,explore_10,5,C15,C18,OBSERVED,0.0047879616963064295
recall_at_2R_plus_0,auto_tar,explore_10,5,C15,GCRIM,OBSERVED,0.006766696087084437
recall_at_2R_plus_0,fixed_20,explore_10,5,C15,C12,OBSERVED,0.03412073490813648
recall_at_2R_plus_0,fixed_20,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_0,fixed_20,explore_10,5,C15,C16,OBSERVED,-0.013605442176870748
recall_at_2R_plus_0,fixed_20,explore_10,5,C15,C18,OBSERVED,0.006383948928408573
recall_at_2R_plus_0,fixed_20,explore_10,5,C15,GCRIM,OBSERVED,0.012062371285672257
recall_at_2R_plus_100,random,seed_similarity,5,C15,C12,OBSERVED,-0.3543307086614173
recall_at_2R_plus_100,random,seed_similarity,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,random,seed_similarity,5,C15,C16,OBSERVED,-0.07482993197278912
recall_at_2R_plus_100,random,seed_similarity,5,C15,C18,OBSERVED,-0.2026903784769722
recall_at_2R_plus_100,random,seed_similarity,5,C15,GCRIM,OBSERVED,-0.31832892027066784
recall_at_2R_plus_100,random,frozen_svm,5,C15,C12,OBSERVED,-0.3779527559055118
recall_at_2R_plus_100,random,frozen_svm,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,random,frozen_svm,5,C15,C16,OBSERVED,-0.08843537414965986
recall_at_2R_plus_100,random,frozen_svm,5,C15,C18,OBSERVED,-0.23689010487916096
recall_at_2R_plus_100,random,frozen_svm,5,C15,GCRIM,OBSERVED,-0.3748161223889379
recall_at_2R_plus_100,random,uncertainty,5,C15,C12,OBSERVED,-0.6771653543307087
recall_at_2R_plus_100,random,uncertainty,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,random,uncertainty,5,C15,C16,OBSERVED,-0.43537414965986393
recall_at_2R_plus_100,random,uncertainty,5,C15,C18,OBSERVED,-0.6181030551755586
recall_at_2R_plus_100,random,uncertainty,5,C15,GCRIM,OBSERVED,-0.5581053250956164
recall_at_2R_plus_100,random,auto_tar,5,C15,C12,OBSERVED,-0.8293963254593176
recall_at_2R_plus_100,random,auto_tar,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,random,auto_tar,5,C15,C16,OBSERVED,-0.42857142857142855
recall_at_2R_plus_100,random,auto_tar,5,C15,C18,OBSERVED,-0.82124943000456
recall_at_2R_plus_100,random,auto_tar,5,C15,GCRIM,OBSERVED,-0.8267137393350985
recall_at_2R_plus_100,random,fixed_20,5,C15,C12,OBSERVED,-0.8398950131233596
recall_at_2R_plus_100,random,fixed_20,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,random,fixed_20,5,C15,C16,OBSERVED,-0.40816326530612246
recall_at_2R_plus_100,random,fixed_20,5,C15,C18,OBSERVED,-0.8235294117647058
recall_at_2R_plus_100,random,fixed_20,5,C15,GCRIM,OBSERVED,-0.8287731685789939
recall_at_2R_plus_100,random,explore_10,5,C15,C12,OBSERVED,-0.8188976377952756
recall_at_2R_plus_100,random,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,random,explore_10,5,C15,C16,OBSERVED,-0.32653061224489793
recall_at_2R_plus_100,random,explore_10,5,C15,C18,OBSERVED,-0.8169174646602827
recall_at_2R_plus_100,random,explore_10,5,C15,GCRIM,OBSERVED,-0.8217122683142101
recall_at_2R_plus_100,seed_similarity,frozen_svm,5,C15,C12,OBSERVED,-0.023622047244094488
recall_at_2R_plus_100,seed_similarity,frozen_svm,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,seed_similarity,frozen_svm,5,C15,C16,OBSERVED,-0.013605442176870748
recall_at_2R_plus_100,seed_similarity,frozen_svm,5,C15,C18,OBSERVED,-0.03419972640218878
recall_at_2R_plus_100,seed_similarity,frozen_svm,5,C15,GCRIM,OBSERVED,-0.05648720211827008
recall_at_2R_plus_100,seed_similarity,uncertainty,5,C15,C12,OBSERVED,-0.3228346456692913
recall_at_2R_plus_100,seed_similarity,uncertainty,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,seed_similarity,uncertainty,5,C15,C16,OBSERVED,-0.36054421768707484
recall_at_2R_plus_100,seed_similarity,uncertainty,5,C15,C18,OBSERVED,-0.4154126766985864
recall_at_2R_plus_100,seed_similarity,uncertainty,5,C15,GCRIM,OBSERVED,-0.23977640482494852
recall_at_2R_plus_100,seed_similarity,auto_tar,5,C15,C12,OBSERVED,-0.47506561679790027
recall_at_2R_plus_100,seed_similarity,auto_tar,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,seed_similarity,auto_tar,5,C15,C16,OBSERVED,-0.35374149659863946
recall_at_2R_plus_100,seed_similarity,auto_tar,5,C15,C18,OBSERVED,-0.6185590515275878
recall_at_2R_plus_100,seed_similarity,auto_tar,5,C15,GCRIM,OBSERVED,-0.5083848190644307
recall_at_2R_plus_100,seed_similarity,fixed_20,5,C15,C12,OBSERVED,-0.48556430446194226
recall_at_2R_plus_100,seed_similarity,fixed_20,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,seed_similarity,fixed_20,5,C15,C16,OBSERVED,-0.3333333333333333
recall_at_2R_plus_100,seed_similarity,fixed_20,5,C15,C18,OBSERVED,-0.6208390332877337
recall_at_2R_plus_100,seed_similarity,fixed_20,5,C15,GCRIM,OBSERVED,-0.510444248308326
recall_at_2R_plus_100,seed_similarity,explore_10,5,C15,C12,OBSERVED,-0.4645669291338583
recall_at_2R_plus_100,seed_similarity,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,seed_similarity,explore_10,5,C15,C16,OBSERVED,-0.25170068027210885
recall_at_2R_plus_100,seed_similarity,explore_10,5,C15,C18,OBSERVED,-0.6142270861833106
recall_at_2R_plus_100,seed_similarity,explore_10,5,C15,GCRIM,OBSERVED,-0.5033833480435422
recall_at_2R_plus_100,frozen_svm,uncertainty,5,C15,C12,OBSERVED,-0.2992125984251969
recall_at_2R_plus_100,frozen_svm,uncertainty,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,frozen_svm,uncertainty,5,C15,C16,OBSERVED,-0.3469387755102041
recall_at_2R_plus_100,frozen_svm,uncertainty,5,C15,C18,OBSERVED,-0.3812129502963976
recall_at_2R_plus_100,frozen_svm,uncertainty,5,C15,GCRIM,OBSERVED,-0.18328920270667842
recall_at_2R_plus_100,frozen_svm,auto_tar,5,C15,C12,OBSERVED,-0.45144356955380577
recall_at_2R_plus_100,frozen_svm,auto_tar,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,frozen_svm,auto_tar,5,C15,C16,OBSERVED,-0.3401360544217687
recall_at_2R_plus_100,frozen_svm,auto_tar,5,C15,C18,OBSERVED,-0.584359325125399
recall_at_2R_plus_100,frozen_svm,auto_tar,5,C15,GCRIM,OBSERVED,-0.45189761694616065
recall_at_2R_plus_100,frozen_svm,fixed_20,5,C15,C12,OBSERVED,-0.46194225721784776
recall_at_2R_plus_100,frozen_svm,fixed_20,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,frozen_svm,fixed_20,5,C15,C16,OBSERVED,-0.3197278911564626
recall_at_2R_plus_100,frozen_svm,fixed_20,5,C15,C18,OBSERVED,-0.5866393068855449
recall_at_2R_plus_100,frozen_svm,fixed_20,5,C15,GCRIM,OBSERVED,-0.4539570461900559
recall_at_2R_plus_100,frozen_svm,explore_10,5,C15,C12,OBSERVED,-0.4409448818897638
recall_at_2R_plus_100,frozen_svm,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,frozen_svm,explore_10,5,C15,C16,OBSERVED,-0.23809523809523808
recall_at_2R_plus_100,frozen_svm,explore_10,5,C15,C18,OBSERVED,-0.5800273597811217
recall_at_2R_plus_100,frozen_svm,explore_10,5,C15,GCRIM,OBSERVED,-0.44689614592527216
recall_at_2R_plus_100,uncertainty,auto_tar,5,C15,C12,OBSERVED,-0.15223097112860892
recall_at_2R_plus_100,uncertainty,auto_tar,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,uncertainty,auto_tar,5,C15,C16,OBSERVED,0.006802721088435374
recall_at_2R_plus_100,uncertainty,auto_tar,5,C15,C18,OBSERVED,-0.20314637482900136
recall_at_2R_plus_100,uncertainty,auto_tar,5,C15,GCRIM,OBSERVED,-0.2686084142394822
recall_at_2R_plus_100,uncertainty,fixed_20,5,C15,C12,OBSERVED,-0.16272965879265092
recall_at_2R_plus_100,uncertainty,fixed_20,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,uncertainty,fixed_20,5,C15,C16,OBSERVED,0.027210884353741496
recall_at_2R_plus_100,uncertainty,fixed_20,5,C15,C18,OBSERVED,-0.2054263565891473
recall_at_2R_plus_100,uncertainty,fixed_20,5,C15,GCRIM,OBSERVED,-0.27066784348337747
recall_at_2R_plus_100,uncertainty,explore_10,5,C15,C12,OBSERVED,-0.14173228346456693
recall_at_2R_plus_100,uncertainty,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,uncertainty,explore_10,5,C15,C16,OBSERVED,0.10884353741496598
recall_at_2R_plus_100,uncertainty,explore_10,5,C15,C18,OBSERVED,-0.19881440948472412
recall_at_2R_plus_100,uncertainty,explore_10,5,C15,GCRIM,OBSERVED,-0.2636069432185937
recall_at_2R_plus_100,auto_tar,fixed_20,5,C15,C12,OBSERVED,-0.010498687664041995
recall_at_2R_plus_100,auto_tar,fixed_20,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,auto_tar,fixed_20,5,C15,C16,OBSERVED,0.02040816326530612
recall_at_2R_plus_100,auto_tar,fixed_20,5,C15,C18,OBSERVED,-0.002279981760145919
recall_at_2R_plus_100,auto_tar,fixed_20,5,C15,GCRIM,OBSERVED,-0.002059429243895263
recall_at_2R_plus_100,auto_tar,explore_10,5,C15,C12,OBSERVED,0.010498687664041995
recall_at_2R_plus_100,auto_tar,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,auto_tar,explore_10,5,C15,C16,OBSERVED,0.10204081632653061
recall_at_2R_plus_100,auto_tar,explore_10,5,C15,C18,OBSERVED,0.004331965344277246
recall_at_2R_plus_100,auto_tar,explore_10,5,C15,GCRIM,OBSERVED,0.005001471020888497
recall_at_2R_plus_100,fixed_20,explore_10,5,C15,C12,OBSERVED,0.02099737532808399
recall_at_2R_plus_100,fixed_20,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_100,fixed_20,explore_10,5,C15,C16,OBSERVED,0.08163265306122448
recall_at_2R_plus_100,fixed_20,explore_10,5,C15,C18,OBSERVED,0.0066119471044231645
recall_at_2R_plus_100,fixed_20,explore_10,5,C15,GCRIM,OBSERVED,0.00706090026478376
recall_at_2R_plus_1000,random,seed_similarity,5,C15,C12,OBSERVED,-0.4549431321084864
recall_at_2R_plus_1000,random,seed_similarity,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,random,seed_similarity,5,C15,C16,OBSERVED,-0.2857142857142857
recall_at_2R_plus_1000,random,seed_similarity,5,C15,C18,OBSERVED,-0.2270861833105335
recall_at_2R_plus_1000,random,seed_similarity,5,C15,GCRIM,OBSERVED,-0.35657546337157986
recall_at_2R_plus_1000,random,frozen_svm,5,C15,C12,OBSERVED,-0.4776902887139108
recall_at_2R_plus_1000,random,frozen_svm,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,random,frozen_svm,5,C15,C16,OBSERVED,-0.2653061224489796
recall_at_2R_plus_1000,random,frozen_svm,5,C15,C18,OBSERVED,-0.25353397172822617
recall_at_2R_plus_1000,random,frozen_svm,5,C15,GCRIM,OBSERVED,-0.4195351573992351
recall_at_2R_plus_1000,random,uncertainty,5,C15,C12,OBSERVED,-0.7191601049868767
recall_at_2R_plus_1000,random,uncertainty,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,random,uncertainty,5,C15,C16,OBSERVED,-0.8435374149659864
recall_at_2R_plus_1000,random,uncertainty,5,C15,C18,OBSERVED,-0.617875056999544
recall_at_2R_plus_1000,random,uncertainty,5,C15,GCRIM,OBSERVED,-0.5622241835834069
recall_at_2R_plus_1000,random,auto_tar,5,C15,C12,OBSERVED,-0.8468941382327209
recall_at_2R_plus_1000,random,auto_tar,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,random,auto_tar,5,C15,C16,OBSERVED,-0.8435374149659864
recall_at_2R_plus_1000,random,auto_tar,5,C15,C18,OBSERVED,-0.8043775649794802
recall_at_2R_plus_1000,random,auto_tar,5,C15,GCRIM,OBSERVED,-0.8102383053839365
recall_at_2R_plus_1000,random,fixed_20,5,C15,C12,OBSERVED,-0.8468941382327209
recall_at_2R_plus_1000,random,fixed_20,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,random,fixed_20,5,C15,C16,OBSERVED,-0.8367346938775511
recall_at_2R_plus_1000,random,fixed_20,5,C15,C18,OBSERVED,-0.8041495668034656
recall_at_2R_plus_1000,random,fixed_20,5,C15,GCRIM,OBSERVED,-0.812591938805531
recall_at_2R_plus_1000,random,explore_10,5,C15,C12,OBSERVED,-0.847769028871391
recall_at_2R_plus_1000,random,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,random,explore_10,5,C15,C16,OBSERVED,-0.8435374149659864
recall_at_2R_plus_1000,random,explore_10,5,C15,C18,OBSERVED,-0.8009575923392613
recall_at_2R_plus_1000,random,explore_10,5,C15,GCRIM,OBSERVED,-0.8058252427184466
recall_at_2R_plus_1000,seed_similarity,frozen_svm,5,C15,C12,OBSERVED,-0.022747156605424323
recall_at_2R_plus_1000,seed_similarity,frozen_svm,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,seed_similarity,frozen_svm,5,C15,C16,OBSERVED,0.02040816326530612
recall_at_2R_plus_1000,seed_similarity,frozen_svm,5,C15,C18,OBSERVED,-0.026447788417692658
recall_at_2R_plus_1000,seed_similarity,frozen_svm,5,C15,GCRIM,OBSERVED,-0.0629596940276552
recall_at_2R_plus_1000,seed_similarity,uncertainty,5,C15,C12,OBSERVED,-0.2642169728783902
recall_at_2R_plus_1000,seed_similarity,uncertainty,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,seed_similarity,uncertainty,5,C15,C16,OBSERVED,-0.5578231292517006
recall_at_2R_plus_1000,seed_similarity,uncertainty,5,C15,C18,OBSERVED,-0.3907888736890105
recall_at_2R_plus_1000,seed_similarity,uncertainty,5,C15,GCRIM,OBSERVED,-0.205648720211827
recall_at_2R_plus_1000,seed_similarity,auto_tar,5,C15,C12,OBSERVED,-0.39195100612423445
recall_at_2R_plus_1000,seed_similarity,auto_tar,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,seed_similarity,auto_tar,5,C15,C16,OBSERVED,-0.5578231292517006
recall_at_2R_plus_1000,seed_similarity,auto_tar,5,C15,C18,OBSERVED,-0.5772913816689467
recall_at_2R_plus_1000,seed_similarity,auto_tar,5,C15,GCRIM,OBSERVED,-0.45366284201235657
recall_at_2R_plus_1000,seed_similarity,fixed_20,5,C15,C12,OBSERVED,-0.39195100612423445
recall_at_2R_plus_1000,seed_similarity,fixed_20,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,seed_similarity,fixed_20,5,C15,C16,OBSERVED,-0.5510204081632653
recall_at_2R_plus_1000,seed_similarity,fixed_20,5,C15,C18,OBSERVED,-0.5770633834929321
recall_at_2R_plus_1000,seed_similarity,fixed_20,5,C15,GCRIM,OBSERVED,-0.4560164754339512
recall_at_2R_plus_1000,seed_similarity,explore_10,5,C15,C12,OBSERVED,-0.39282589676290464
recall_at_2R_plus_1000,seed_similarity,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,seed_similarity,explore_10,5,C15,C16,OBSERVED,-0.5578231292517006
recall_at_2R_plus_1000,seed_similarity,explore_10,5,C15,C18,OBSERVED,-0.5738714090287278
recall_at_2R_plus_1000,seed_similarity,explore_10,5,C15,GCRIM,OBSERVED,-0.4492497793468667
recall_at_2R_plus_1000,frozen_svm,uncertainty,5,C15,C12,OBSERVED,-0.24146981627296588
recall_at_2R_plus_1000,frozen_svm,uncertainty,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,frozen_svm,uncertainty,5,C15,C16,OBSERVED,-0.5782312925170068
recall_at_2R_plus_1000,frozen_svm,uncertainty,5,C15,C18,OBSERVED,-0.3643410852713178
recall_at_2R_plus_1000,frozen_svm,uncertainty,5,C15,GCRIM,OBSERVED,-0.1426890261841718
recall_at_2R_plus_1000,frozen_svm,auto_tar,5,C15,C12,OBSERVED,-0.36920384951881013
recall_at_2R_plus_1000,frozen_svm,auto_tar,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,frozen_svm,auto_tar,5,C15,C16,OBSERVED,-0.5782312925170068
recall_at_2R_plus_1000,frozen_svm,auto_tar,5,C15,C18,OBSERVED,-0.550843593251254
recall_at_2R_plus_1000,frozen_svm,auto_tar,5,C15,GCRIM,OBSERVED,-0.3907031479847014
recall_at_2R_plus_1000,frozen_svm,fixed_20,5,C15,C12,OBSERVED,-0.36920384951881013
recall_at_2R_plus_1000,frozen_svm,fixed_20,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,frozen_svm,fixed_20,5,C15,C16,OBSERVED,-0.5714285714285714
recall_at_2R_plus_1000,frozen_svm,fixed_20,5,C15,C18,OBSERVED,-0.5506155950752394
recall_at_2R_plus_1000,frozen_svm,fixed_20,5,C15,GCRIM,OBSERVED,-0.39305678140629596
recall_at_2R_plus_1000,frozen_svm,explore_10,5,C15,C12,OBSERVED,-0.3700787401574803
recall_at_2R_plus_1000,frozen_svm,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,frozen_svm,explore_10,5,C15,C16,OBSERVED,-0.5782312925170068
recall_at_2R_plus_1000,frozen_svm,explore_10,5,C15,C18,OBSERVED,-0.5474236206110351
recall_at_2R_plus_1000,frozen_svm,explore_10,5,C15,GCRIM,OBSERVED,-0.38629008531921155
recall_at_2R_plus_1000,uncertainty,auto_tar,5,C15,C12,OBSERVED,-0.12773403324584426
recall_at_2R_plus_1000,uncertainty,auto_tar,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,uncertainty,auto_tar,5,C15,C16,OBSERVED,0.0
recall_at_2R_plus_1000,uncertainty,auto_tar,5,C15,C18,OBSERVED,-0.18650250797993617
recall_at_2R_plus_1000,uncertainty,auto_tar,5,C15,GCRIM,OBSERVED,-0.24801412180052956
recall_at_2R_plus_1000,uncertainty,fixed_20,5,C15,C12,OBSERVED,-0.12773403324584426
recall_at_2R_plus_1000,uncertainty,fixed_20,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,uncertainty,fixed_20,5,C15,C16,OBSERVED,0.006802721088435374
recall_at_2R_plus_1000,uncertainty,fixed_20,5,C15,C18,OBSERVED,-0.18627450980392157
recall_at_2R_plus_1000,uncertainty,fixed_20,5,C15,GCRIM,OBSERVED,-0.2503677552221242
recall_at_2R_plus_1000,uncertainty,explore_10,5,C15,C12,OBSERVED,-0.12860892388451445
recall_at_2R_plus_1000,uncertainty,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,uncertainty,explore_10,5,C15,C16,OBSERVED,0.0
recall_at_2R_plus_1000,uncertainty,explore_10,5,C15,C18,OBSERVED,-0.18308253533971727
recall_at_2R_plus_1000,uncertainty,explore_10,5,C15,GCRIM,OBSERVED,-0.2436010591350397
recall_at_2R_plus_1000,auto_tar,fixed_20,5,C15,C12,OBSERVED,0.0
recall_at_2R_plus_1000,auto_tar,fixed_20,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,auto_tar,fixed_20,5,C15,C16,OBSERVED,0.006802721088435374
recall_at_2R_plus_1000,auto_tar,fixed_20,5,C15,C18,OBSERVED,0.00022799817601459188
recall_at_2R_plus_1000,auto_tar,fixed_20,5,C15,GCRIM,OBSERVED,-0.0023536334215945864
recall_at_2R_plus_1000,auto_tar,explore_10,5,C15,C12,OBSERVED,-0.0008748906386701663
recall_at_2R_plus_1000,auto_tar,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,auto_tar,explore_10,5,C15,C16,OBSERVED,0.0
recall_at_2R_plus_1000,auto_tar,explore_10,5,C15,C18,OBSERVED,0.003419972640218878
recall_at_2R_plus_1000,auto_tar,explore_10,5,C15,GCRIM,OBSERVED,0.00441306266548985
recall_at_2R_plus_1000,fixed_20,explore_10,5,C15,C12,OBSERVED,-0.0008748906386701663
recall_at_2R_plus_1000,fixed_20,explore_10,5,C15,C15,CENSORED,CENSORED
recall_at_2R_plus_1000,fixed_20,explore_10,5,C15,C16,OBSERVED,-0.006802721088435374
recall_at_2R_plus_1000,fixed_20,explore_10,5,C15,C18,OBSERVED,0.0031919744642042863
recall_at_2R_plus_1000,fixed_20,explore_10,5,C15,GCRIM,OBSERVED,0.006766696087084437
recall_at_4R_plus_0,random,seed_similarity,5,"C15,C18",C12,OBSERVED,-0.43132108486439197
recall_at_4R_plus_0,random,seed_similarity,5,"C15,C18",C15,CENSORED,CENSORED
recall_at_4R_plus_0,random,seed_similarity,5,"C15,C18",C16,OBSERVED,-0.07482993197278912
recall_at_4R_plus_0,random,seed_similarity,5,"C15,C18",C18,CENSORED,CENSORED
recall_at_4R_plus_0,random,seed_similarity,5,"C15,C18",GCRIM,OBSERVED,-0.3801117975875257
recall_at_4R_plus_0,random,frozen_svm,5,"C15,C18",C12,OBSERVED,-0.45931758530183725
recall_at_4R_plus_0,random,frozen_svm,5,"C15,C18",C15,CENSORED,CENSORED
recall_at_4R_plus_0,random,frozen_svm,5,"C15,C18",C16,OBSERVED,-0.08843537414965986
recall_at_4R_plus_0,random,frozen_svm,5,"C15,C18",C18,CENSORED,CENSORED
recall_at_4R_plus_0,random,frozen_svm,5,"C15,C18",GCRIM,OBSERVED,-0.4524860253015593
recall_at_4R_plus_0,random,uncertainty,5,"C15,C18",C12,OBSERVED,-0.7165354330708661
recall_at_4R_plus_0,random,uncertainty,5,"C15,C18",C15,CENSORED,CENSORED
recall_at_4R_plus_0,random,uncertainty,5,"C15,C18",C16,OBSERVED,-0.42857142857142855
recall_at_4R_plus_0,random,uncertainty,5,"C15,C18",C18,CENSORED,CENSORED
recall_at_4R_plus_0,random,uncertainty,5,"C15,C18",GCRIM,OBSERVED,-0.5392762577228597
recall_at_4R_plus_0,random,auto_tar,5,"C15,C18",C12,OBSERVED,-0.8486439195100612
recall_at_4R_plus_0,random,auto_tar,5,"C15,C18",C15,CENSORED,CENSORED
recall_at_4R_plus_0,random,auto_tar,5,"C15,C18",C16,OBSERVED,-0.4217687074829932
recall_at_4R_plus_0,random,auto_tar,5,"C15,C18",C18,CENSORED,CENSORED
recall_at_4R_plus_0,random,auto_tar,5,"C15,C18",GCRIM,OBSERVED,-0.764342453662842
recall_at_4R_plus_0,random,fixed_20,5,"C15,C18",C12,OBSERVED,-0.8521434820647419
recall_at_4R_plus_0,random,fixed_20,5,"C15,C18",C15,CENSORED,CENSORED
recall_at_4R_plus_0,random,fixed_20,5,"C15,C18",C16,OBSERVED,-0.40816326530612246
recall_at_4R_plus_0,random,fixed_20,5,"C15,C18",C18,CENSORED,CENSORED
recall_at_4R_plus_0,random,fixed_20,5,"C15,C18",GCRIM,OBSERVED,-0.7646366578405414
recall_at_4R_plus_0,random,explore_10,5,"C15,C18",C12,OBSERVED,-0.84251968503937
recall_at_4R_plus_0,random,explore_10,5,"C15,C18",C15,CENSORED,CENSORED
recall_at_4R_plus_0,random,explore_10,5,"C15,C18",C16,OBSERVED,-0.32653061224489793
recall_at_4R_plus_0,random,explore_10,5,"C15,C18",C18,CENSORED,CENSORED
recall_at_4R_plus_0,random,explore_10,5,"C15,C18",GCRIM,OBSERVED,-0.7628714327743454
recall_at_4R_plus_0,seed_similarity,frozen_svm,5,"C15,C18",C12,OBSERVED,-0.02799650043744532
recall_at_4R_plus_0,seed_similarity,frozen_svm,5,"C15,C18",C15,CENSORED,CENSORED
recall_at_4R_plus_0,seed_similarity,frozen_svm,5,"C15,C18",C16,OBSERVED,-0.013605442176870748
recall_at_4R_plus_0,seed_similarity,frozen_svm,5,"C15,C18",C18,CENSORED,CENSORED
recall_at_4R_plus_0,seed_similarity,frozen_svm,5,"C15,C18",GCRIM,OBSERVED,-0.07237422771403354
recall_at_4R_plus_0,seed_similarity,uncertainty,5,"C15,C18",C12,OBSERVED,-0.2852143482064742
recall_at_4R_plus_0,seed_similarity,uncertainty,5,"C15,C18",C15,CENSORED,CENSORED
recall_at_4R_plus_0,seed_similarity,uncertainty,5,"C15,C18",C16,OBSERVED,-0.35374149659863946
recall_at_4R_plus_0,seed_similarity,uncertainty,5,"C15,C18",C18,CENSORED,CENSORED
recall_at_4R_plus_0,seed_similarity,uncertainty,5,"C15,C18",GCRIM,OBSERVED,-0.15916446013533392
recall_at_4R_plus_0,seed_similarity,auto_tar,5,"C15,C18",C12,OBSERVED,-0.41732283464566927
recall_at_4R_plus_0,seed_similarity,auto_tar,5,"C15,C18",C15,CENSORED,CENSORED
recall_at_4R_plus_0,seed_similarity,auto_tar,5,"C15,C18",C16,OBSERVED,-0.3469387755102041
recall_at_4R_plus_0,seed_similarity,auto_tar,5,"C15,C18",C18,CENSORED,CENSORED
recall_at_4R_plus_0,seed_similarity,auto_tar,5,"C15,C18",GCRIM,OBSERVED,-0.38423065607531626
recall_at_4R_plus_0,seed_similarity,fixed_20,5,"C15,C18",C12,OBSERVED,-0.42082239720035
recall_at_4R_plus_0,seed_similarity,fixed_20,5,"C15,C18",C15,CENSORED,CENSORED
recall_at_4R_plus_0,seed_similarity,fixed_20,5,"C15,C18",C16,OBSERVED,-0.3333333333333333
recall_at_4R_plus_0,seed_similarity,fixed_20,5,"C15,C18",C18,CENSORED,CENSORED
recall_at_4R_plus_0,seed_similarity,fixed_20,5,"C15,C18",GCRIM,OBSERVED,-0.3845248602530156
recall_at_4R_plus_0,seed_similarity,explore_10,5,"C15,C18",C12,OBSERVED,-0.4111986001749781
